movie_id,title,director_name,writer_name,genre,country
10_Things_I_Hate_About_You,10 Things I Hate About You,Gil Junger,Karen McCullah Lutz|William Shakespeare|Kirsten Smith (writer),Teen_film|Coming-of-age_story|Comedy-drama|Romantic_comedy,United_States
10_to_Midnight,10 to Midnight,J. Lee Thompson,J. Lee Thompson|William Roberts (screenwriter),Slasher_film|Action_film|Crime_film|Thriller_film,United_States
10th_&_Wolf,10th & Wolf,Robert Moresco,Allan Steele|Robert Moresco,Crime_film,United_States
11.6,11.6,Philippe Godeau,NOT_FOUND|Philippe Godeau,Thriller_film|Heist_film,France
11_Flowers,11 Flowers,Wang Xiaoshuai,Wang Xiaoshuai,NOT_FOUND,France|China
11_Harrowhouse,11 Harrowhouse,Aram Avakian,NOT_FOUND,Heist_film|Parody_film,United_Kingdom
127_Hours,127 Hours,Danny Boyle,Simon Beaufoy|NOT_FOUND|Danny Boyle,Biographical_film|Docudrama|Survival_film,United_States
12_Dates_of_Christmas,12 Dates of Christmas,James Hayman,NOT_FOUND,NOT_FOUND,United_States
12_Men_of_Christmas,12 Men of Christmas,Arlene Sanford,NOT_FOUND,Romantic_comedy,United_States
12_O'Clock_Boys,12 O'Clock Boys,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
12_Paces_Without_a_Head,12 Paces Without a Head,NOT_FOUND,NOT_FOUND,Adventure_film,Germany
12_Storeys,12 Storeys,Eric Khoo,NOT_FOUND,NOT_FOUND,Singapore
12_to_the_Moon,12 to the Moon,David Bradley (director),DeWitt Bodeen,Science_fiction_film,United_States
12th_&_Delaware,12th & Delaware,Rachel Grady|Heidi Ewing,NOT_FOUND,NOT_FOUND,United_States
13_Beloved,13 Beloved,Chukiat Sakveerakul|Chookiat Sakveerakul,Chukiat Sakveerakul,Comedy_horror,Thailand
13_Eerie,13 Eerie,Lowell Dean,NOT_FOUND,Zombie_film|Horror_film,Canada
13_Ghosts,13 Ghosts,William Castle,Robb White,Horror_film,United_States
13_Going_on_30,13 Going on 30,Gary Winick,NOT_FOUND,Teen_film|Coming-of-age_story|Romantic_comedy|Fantasy_film,United_States
13_Moons,13 Moons,Alexandre Rockwell,Alexandre Rockwell,Comedy-drama,United_States
13_Rue_Madeleine,13 Rue Madeleine,Henry Hathaway,"Sy Bartlett|John Monks, Jr.",Spy_film|War_film,United_States
13_Tzameti,13 Tzameti,Géla Babluani,Géla Babluani,Psychological_thriller,France|Georgia_(country)
13_West_Street,13 West Street,Philip Leacock,NOT_FOUND,Thriller_film|Crime_film,United_States
14_Blades,14 Blades,Daniel Lee (film director),Daniel Lee (film director),Martial_arts_film|Action_film,China
14_Going_on_30,14 Going on 30,Paul Schneider (director),Richard Jefferies|NOT_FOUND|James Orr (filmmaker),Science_fiction_film|Romantic_comedy|Science_fiction_comedy,United_States
16_Acres,16 Acres,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
16_Blocks,16 Blocks,Richard Donner,NOT_FOUND,Crime_film|Buddy_cop_film|Action_film,United_States|Germany
16_Wishes,16 Wishes,Peter DeLuise|Peter Deluise,NOT_FOUND,Teen_film,Canada|United_States
16_to_Life,16 to Life,Becky Smith,NOT_FOUND,NOT_FOUND,United_States
170_Hz,170 Hz,NOT_FOUND,NOT_FOUND,NOT_FOUND,Netherlands
18_Again!,18 Again!,Paul Flaherty,NOT_FOUND|Jonathan Prince,Teen_film,United_States
1941_(film),1941,Steven Spielberg,Bob Gale|Robert Zemeckis,Screwball_comedy|War_film,United_States
"20,000_Days_on_Earth","20,000 Days on Earth",Iain Forsyth and Jane Pollard,Nick Cave,Biographical_film,United_Kingdom
"20,000_Years_in_Sing_Sing","20,000 Years in Sing Sing",Michael Curtiz,Wilson Mizner|NOT_FOUND|Lewis E. Lawes|Brown Holmes,Prison_film,United_States
2001_Maniacs,2001 Maniacs,Tim Sullivan (director),Tim Sullivan (director)|Chris Kobin,Comedy_horror|Splatter_film,United_States
200_Cigarettes,200 Cigarettes,NOT_FOUND,NOT_FOUND,Comedy-drama,United_States
200_Motels,200 Motels,Frank Zappa|Tony Palmer,Frank Zappa|Tony Palmer,Musical_film|Progressive_rock,United_Kingdom|United_States
200_Pounds_Beauty,200 Pounds Beauty,Kim Yong-hwa,Kim Yong-hwa,Romantic_comedy,South_Korea
20_30_40,20 30 40,Sylvia Chang,Sylvia Chang,NOT_FOUND,Taiwan
20_Dates,20 Dates,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
20_Feet_from_Stardom,20 Feet from Stardom,Morgan Neville,NOT_FOUND,Musical_film,United_States
20_Million_Miles_to_Earth,20 Million Miles to Earth,Nathan H. Juran,Ray Harryhausen,Science_fiction_film|Monster_movie|Fantasy_film|Disaster_film|Horror_film,United_States
20_Mule_Team,20 Mule Team,Richard Thorpe,Cyril Hume|Richard Maibaum|Edward E. Paramore Jr.,Western_film,United_States
20_Years_After,20 Years After,NOT_FOUND,NOT_FOUND,Science_fiction_film,United_States
21_Days,21 Days,Basil Dean,Basil Dean|NOT_FOUND|Graham Greene,NOT_FOUND,United_Kingdom
21_Grams,21 Grams,Alejandro González Iñárritu,NOT_FOUND|Guillermo Arriaga,Crime_film,United_States
21_Hours_at_Munich,21 Hours at Munich,William A. Graham (director),NOT_FOUND,NOT_FOUND,Germany
21_tapaa_pilata_avioliitto,21 tapaa pilata avioliitto,Johanna Vuoksenmaa,Johanna Vuoksenmaa,NOT_FOUND,Finland
22_Bullets,22 Bullets,Richard Berry (actor),NOT_FOUND|Richard Berry (actor),Action_film|Crime_film,France
22_Female_Kottayam,22 Female Kottayam,Aashiq Abu,Syam Pushkaran,Rape_and_revenge_film,India
22_Jump_Street,22 Jump Street,Phil Lord and Christopher Miller,Rodney Rothman|Michael Bacall,Teen_film|Buddy_cop_film|Action_film,United_States
23_Paces_to_Baker_Street,23 Paces to Baker Street,Henry Hathaway,Nigel Balchin,Mystery_film|Crime_film,United_States
24_City,24 City,Jia Zhangke,Jia Zhangke|Zhai Yongming,NOT_FOUND,China
24_Days,24 Days,Alexandre Arcady,NOT_FOUND,NOT_FOUND,France
24_Hour_Party_People,24 Hour Party People,Michael Winterbottom,Frank Cottrell Boyce|NOT_FOUND,Musical_film|Biographical_film,United_Kingdom|France|Netherlands
25_Watts,25 Watts,Pablo Stoll|Juan Pablo Rebella,Pablo Stoll|Juan Pablo Rebella,Comedy-drama,Uruguay
25th_Hour,25th Hour,Spike Lee,David Benioff,Crime_film,United_States
27_Dresses,27 Dresses,Anne Fletcher,Aline Brosh McKenna,Romantic_comedy,United_States
27_Missing_Kisses,27 Missing Kisses,Nana Djordjadze|Nana Jorjadze,Nana Djordjadze|NOT_FOUND,Romance_film,United_Kingdom|France|Germany|Georgia_(country)
28_Days_Later,28 Days Later,Danny Boyle,NOT_FOUND|Alex Garland,Zombie_film|Horror_film,United_Kingdom
28_Hotel_Rooms,28 Hotel Rooms,Matt Ross,Matt Ross,NOT_FOUND,United_States
28_Weeks_Later,28 Weeks Later,Juan Carlos Fresnadillo,Rowan Joffé|Juan Carlos Fresnadillo,Zombie_film|Action_film|Horror_film,United_Kingdom|Spain
2LDK,2LDK,Yukihiko Tsutsumi,Yukihiko Tsutsumi,Psychological_thriller,Japan
2_Days_in_New_York,2 Days in New York,Julie Delpy,NOT_FOUND,Comedy-drama|Romantic_comedy,France|United_States|Germany
2_Days_in_Paris,2 Days in Paris,Julie Delpy,Julie Delpy,Romantic_comedy,France|Germany
2_Days_in_the_Valley,2 Days in the Valley,John Herzfeld,John Herzfeld,Neo-noir,United_States
2_Fast_2_Furious,2 Fast 2 Furious,John Singleton,Michael Brandt|Derek Haas|Gary Scott Thompson,Action_film|Crime_film,United_States
2_Guns,2 Guns,Baltasar Kormákur,Blake Masters,Thriller_film|Buddy_cop_film|Crime_film|Action_film|Heist_film,United_States
2_Seconds,2 Seconds,Manon Briand,Manon Briand,NOT_FOUND,Canada
2_Young,2 Young,Derek Yee,NOT_FOUND,Teen_film,NOT_FOUND
3-Iron,3-Iron,Kim Ki-duk,Kim Ki-duk,Crime_film,Japan|South_Korea
3000_Miles_to_Graceland,3000 Miles to Graceland,NOT_FOUND,NOT_FOUND,Heist_film|Comedy-drama|Action_film,United_States
300_Miles_to_Heaven,300 Miles to Heaven,Maciej Dejczer,NOT_FOUND,Slice_of_life,Denmark|France|Poland
"301,_302","301, 302",Park Chul-soo,NOT_FOUND,Horror_film,South_Korea
30_Beats,30 Beats,Alexis Lloyd,Alexis Lloyd,Romantic_comedy|Erotic_film,France|United_States
30_Minutes_or_Less,30 Minutes or Less,Ruben Fleischer,NOT_FOUND,Mystery_film|Crime_film,Canada|United_States|Germany
30_Nights_of_Paranormal_Activity_with_the_Devil_Inside_the_Girl_with_the_Dragon_Tattoo,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Craig Moss,Craig Moss,Comedy_horror|Parody_film,United_States
30_Years_to_Life,30 Years to Life,Vanessa Middleton,Vanessa Middleton,NOT_FOUND,United_States
31_North_62_East,31 North 62 East,NOT_FOUND,NOT_FOUND,Thriller_film,United_Kingdom
32A,32A,Marian Quinn,Marian Quinn,Teen_film|Coming-of-age_story,Republic_of_Ireland
33_Postcards,33 Postcards,Pauline Chan (actress),NOT_FOUND,NOT_FOUND,China|Australia
33_Scenes_from_Life,33 Scenes from Life,Małgorzata Szumowska|Malgorzata Szumowska,NOT_FOUND,NOT_FOUND,Poland|Germany
35_Shots_of_Rum,35 Shots of Rum,Claire Denis,Claire Denis,NOT_FOUND,France|Germany
36_China_Town,36 China Town,Abbas-Mustan,Shyam Goel,NOT_FOUND,India
36_Chowringhee_Lane,36 Chowringhee Lane,Aparna Sen,Aparna Sen,Romance_film,India
36_Fillette,36 Fillette,Catherine Breillat,Catherine Breillat,NOT_FOUND,France
38_Parrots,38 Parrots,NOT_FOUND,Grigoriy Oster,NOT_FOUND,Soviet_Union
3_Backyards,3 Backyards,Eric Mendelsohn,Eric Mendelsohn,NOT_FOUND,United_States
3_Bad_Men,3 Bad Men,John Ford,Malcolm Stuart Boylan|John Stone (producer)|Herman Whitaker|Ralph Spence (screenwriter),Western_film,United_States
3_Days_to_Kill,3 Days to Kill,McG,Adi Hasak|Luc Besson,Thriller_film|Action_film,France|United_States
3_Geezers!,3 Geezers!,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
3_Idiots,3 Idiots,Rajkumar Hirani,Rajkumar Hirani|Abhijat Joshi|Vidhu Vinod Chopra,Musical_film|Comedy-drama|Romance_film|Buddy_film,India
3_Men_in_White,3 Men in White,Willis Goldbeck,Martin Berkeley|NOT_FOUND,Comedy-drama,United_States
3_Needles,3 Needles,Thom Fitzgerald,Thom Fitzgerald,NOT_FOUND,Canada
3_Ninjas_Kick_Back,3 Ninjas Kick Back,NOT_FOUND,Mark Saltzman|Shin Sang-ok,Martial_arts_film,Japan|United_States
3_Ninjas_Knuckle_Up,3 Ninjas Knuckle Up,Shin Sang-ok,NOT_FOUND,Martial_arts_film|Action_film,United_States
3_Ring_Circus,3 Ring Circus,Joseph Pevney,Joseph Pevney|Don McGuire (actor),Buddy_film,United_States
3_Women,3 Women,Robert Altman,Robert Altman,NOT_FOUND,United_States
3faltig,3faltig,Harald Sicheritz,NOT_FOUND,NOT_FOUND,Austria|Germany
40_Guns_to_Apache_Pass,40 Guns to Apache Pass,William Witney,NOT_FOUND|Mary Willingham,Western_film,United_States
40_Pounds_of_Trouble,40 Pounds of Trouble,Norman Jewison,Marion Hargrove,NOT_FOUND,United_States
44_Inch_Chest,44 Inch Chest,Malcolm Venville,Louis Mellis,Crime_film,United_Kingdom
45365,45365,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
48_Hrs.,48 Hrs.,Walter Hill (director),Steven E. de Souza|Larry Gross|Roger Spottiswoode|Walter Hill (director),Thriller_film|Buddy_cop_film|Buddy_film,United_States
4D_Man,4D Man,Irvin Yeaworth,Jack H. Harris,Science_fiction_film|Horror_film,United_States
4_Days_in_May,4 Days in May,Achim von Borries,Achim von Borries,War_film,Ukraine|Russia|Germany
4_Little_Girls,4 Little Girls,Spike Lee,NOT_FOUND,Biographical_film|Independent_film,United_States
4_for_Texas,4 for Texas,Robert Aldrich,Robert Aldrich,Western_film,United_States
4bia,4bia,Banjong Pisanthanakun|Yongyoot Thongkongtoon|Youngyooth Thongkonthun|Parkpoom Wongpoom,Banjong Pisanthanakun|Youngyooth Thongkonthun|Parkpoom Wongpoom,Horror_film,Thailand
4th_Period_Mystery,4th Period Mystery,Lee Sang-yong,NOT_FOUND,Mystery_film|Action_film|Crime_film,South_Korea
50_First_Dates,50 First Dates,Peter Segal,NOT_FOUND,Romantic_comedy,United_States
50_Ways_of_Saying_Fabulous,50 Ways of Saying Fabulous,NOT_FOUND,NOT_FOUND,NOT_FOUND,New_Zealand
5150_Elm's_Way,5150 Elm's Way,NOT_FOUND,NOT_FOUND,Horror_film|Psychological_thriller,Canada
51_Birch_Street,51 Birch Street,Doug Block,Doug Block|NOT_FOUND,NOT_FOUND,United_States
52_Pick-Up,52 Pick-Up,John Frankenheimer,John Steppling|NOT_FOUND|Elmore Leonard,Crime_film,United_States
52_Tuesdays,52 Tuesdays,Sophie Hyde,NOT_FOUND,LGBT,Australia
54_(film),54,Mark Christopher (director),Mark Christopher (director),NOT_FOUND,United_States
55_Days_at_Peking,55 Days at Peking,Andrew Marton|Nicholas Ray|Guy Green (filmmaker),Robert Hamer|Ben Barzman|Philip Yordan|Bernard Gordon (writer),War_film,United_States
588_rue_paradis,588 rue paradis,Henri Verneuil,Henri Verneuil,NOT_FOUND,France
5_Against_the_House,5 Against the House,Phil Karlson,Stirling Silliphant|Frank Tashlin|NOT_FOUND|William Bowers,Thriller_film|Heist_film|Film_noir,United_States
5_Broken_Cameras,5 Broken Cameras,Guy Davidi|Emad Burnat,Guy Davidi,NOT_FOUND,France|Israel
5_Card_Stud,5 Card Stud,Henry Hathaway,Marguerite Roberts,Western_film,United_States
5_Days_of_War,5 Days of War,Renny Harlin,NOT_FOUND,Thriller_film|Political_thriller|War_film|Action_film,United_States
5_Fingers,5 Fingers,Joseph L. Mankiewicz,Michael Wilson (writer)|NOT_FOUND|Joseph L. Mankiewicz,Biographical_film|Spy_film,United_States
5_Steps_to_Danger,5 Steps to Danger,Henry S. Kesler,Donald Hamilton|Henry S. Kesler,Crime_film|Propaganda_film,United_States
5_Sundarikal,5 Sundarikal,Aashiq Abu|Sameer Thahir|Amal Neerad|Anwar Rasheed,Hashir Mohamed|Sijoy varghese|Unni R.|Siddharth Bharathan,Romance_film,India
5_to_7,5 to 7,NOT_FOUND,NOT_FOUND,Romantic_comedy,United_States
5x2,5x2,François Ozon,François Ozon|Emmanuèle Bernheim,NOT_FOUND,France
"6,000_Enemies","6,000 Enemies",George B. Seitz,NOT_FOUND,Prison_film|Crime_film,United_States
6-5=2,6-5=2,NOT_FOUND,NOT_FOUND,Horror_film|Found_footage_(film_technique),India
61*,61*,Billy Crystal,Hank Steinberg,Biographical_film,United_States
633_Squadron,633 Squadron,Walter Grauman,Howard Koch (screenwriter)|Frederick E. Smith|Frederick E. Smith (author)|NOT_FOUND|James Clavell,War_film,United_Kingdom|United_States
638_Ways_to_Kill_Castro,638 Ways to Kill Castro,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_Kingdom
711_Ocean_Drive,711 Ocean Drive,Joseph M. Newman,Francis Swann,Crime_film|Film_noir,United_States
71_Fragments_of_a_Chronology_of_Chance,71 Fragments of a Chronology of Chance,Michael Haneke,Michael Haneke,NOT_FOUND,Austria|Germany
72_Meters,72 Meters,Vladimir Khotinenko,NOT_FOUND,War_film,Russia
72_Tenants_of_Prosperity,72 Tenants of Prosperity,Eric Tsang|Patrick Kong,Wong Yeung Tat|Patrick Kong,NOT_FOUND,NOT_FOUND
7G_Rainbow_Colony,7G Rainbow Colony,Selvaraghavan,Selvaraghavan,Romance_film,India
7_Boxes,7 Boxes,Juan Carlos Maneglia,NOT_FOUND,NOT_FOUND,Paraguay
7_Days_in_Havana,7 Days in Havana,Laurent Cantet|Juan Carlos Tabío|Pablo Trapero|Gaspar Noé|Elia Suleiman|Benicio del Toro|Julio Medem|Julio Médem,Leonardo Padura Fuentes,NOT_FOUND,Spain|France
7_Faces_of_Dr._Lao,7 Faces of Dr. Lao,George Pal,Charles Beaumont|NOT_FOUND|Ben Hecht,Fantasy_film,United_States
7_Khoon_Maaf,7 Khoon Maaf,Vishal Bhardwaj,Matthew Robbins (screenwriter)|Vishal Bhardwaj|NOT_FOUND,Crime_film,India
7_Women,7 Women,John Ford,NOT_FOUND,NOT_FOUND,United_States
"80,000_Suspects","80,000 Suspects",Val Guest,Val Guest,NOT_FOUND,United_Kingdom
800_Bullets,800 Bullets,Álex de la Iglesia,Álex de la Iglesia,Western_film,Spain
80_Minutes,80 Minutes,Thomas Jahn,Thomas Jahn,Thriller_film|Action_film,Germany
88_Minutes,88 Minutes,Jon Avnet,Gary Scott Thompson,Crime_film|Psychological_thriller,United_States
8_Heads_in_a_Duffel_Bag,8 Heads in a Duffel Bag,Tom Schulman,Tom Schulman,Crime_film,United_Kingdom|United_States
8_Million_Ways_to_Die,8 Million Ways to Die,Hal Ashby,NOT_FOUND|Oliver Stone|Lawrence Block|Robert Towne,Action_film|Crime_film,United_States
8_Seconds,8 Seconds,John G. Avildsen,NOT_FOUND,Biographical_film,United_States
8_Women,8 Women,François Ozon,Marina de Van,Musical_film|Crime_film,France|Italy
8_x_10_Tasveer,8 x 10 Tasveer,Nagesh Kukunoor,Nagesh Kukunoor,Mystery_film,India
8mm_2,8mm 2,J. S. Cardone,NOT_FOUND,NOT_FOUND,United_States
9500_Liberty,9500 Liberty,Annabel Park|Eric Byler,NOT_FOUND,NOT_FOUND,United_States
95_Miles_to_Go,95 Miles to Go,Tom Caltabiano,NOT_FOUND,NOT_FOUND,NOT_FOUND
964_Pinocchio,964 Pinocchio,Shozin Fukui,Shozin Fukui,Science_fiction_film|Horror_film,Japan
96_Minutes,96 Minutes,NOT_FOUND,NOT_FOUND,Crime_film,United_States
976-EVIL,976-EVIL,Robert Englund,Brian Helgeland,Horror_film,United_States
976-Evil_II,976-Evil II,Jim Wynorski,NOT_FOUND,Horror_film,United_States
99_Homes,99 Homes,Ramin Bahrani,Amir Naderi,NOT_FOUND,United_States
99_River_Street,99 River Street,Phil Karlson,NOT_FOUND,Crime_film|Film_noir,United_States
9_Full_Moons,9 Full Moons,NOT_FOUND,NOT_FOUND,Romance_film,United_States
9_Songs,9 Songs,Michael Winterbottom,Michael Winterbottom,Romance_film|Erotic_film,United_Kingdom
A-1_Headline,A-1 Headline,Gordon Chan,Gordon Chan,Thriller_film,NOT_FOUND
A.C.O.D.,A.C.O.D.,NOT_FOUND,Ben Karlin,NOT_FOUND,United_States
A.I._Artificial_Intelligence,A.I. Artificial Intelligence,Steven Spielberg,Steven Spielberg|NOT_FOUND,Science_fiction_film,United_States
A.P.E.X.,A.P.E.X.,Phillip J. Roth,NOT_FOUND,Science_fiction_film|Action_film,United_States
ABC_Africa,ABC Africa,Abbas Kiarostami,NOT_FOUND,NOT_FOUND,Iran
A_Barefoot_Dream,A Barefoot Dream,Kim Tae-kyun (director),NOT_FOUND,Sports_film,South_Korea
A_Better_Tomorrow,A Better Tomorrow,John Woo,NOT_FOUND|John Woo,Crime_film|Action_film|Buddy_film,NOT_FOUND
A_Black_Ribbon_for_Deborah,A Black Ribbon for Deborah,Marcello Andrei,NOT_FOUND,Horror_film,Italy
A_Blade_in_the_Dark,A Blade in the Dark,Lamberto Bava,Dardano Sacchetti,Horror_film,Italy
A_Blank_on_the_Map,A Blank on the Map,NOT_FOUND,NOT_FOUND,Nature_documentary,United_Kingdom
A_Blood_Pledge,A Blood Pledge,NOT_FOUND,NOT_FOUND,Horror_film,South_Korea
A_Bloody_Aria,A Bloody Aria,Won Shin-yun,Won Shin-yun,Crime_film,South_Korea
A_Bomb_Was_Stolen,A Bomb Was Stolen,Ion Popescu-Gopo,Ion Popescu-Gopo,Adventure_film,Romania
A_Bottle_in_the_Gaza_Sea,A Bottle in the Gaza Sea,NOT_FOUND,NOT_FOUND,NOT_FOUND,Canada|France|Israel
A_Boyfriend_for_Christmas,A Boyfriend for Christmas,Kevin Connor (director),NOT_FOUND,NOT_FOUND,United_States
A_Bride_for_Henry,A Bride for Henry,William Nigh,NOT_FOUND,Romance_film,United_States
A_Brokedown_Melody,A Brokedown Melody,Jack Johnson|Jack Johnson (musician),NOT_FOUND,NOT_FOUND,United_States
A_Bronx_Morning,A Bronx Morning,Jay Leyda,NOT_FOUND,NOT_FOUND,United_States
A_Bucket_of_Blood,A Bucket of Blood,Roger Corman,Charles B. Griffith,Comedy_horror,United_States
A_Bullet_for_Pretty_Boy,A Bullet for Pretty Boy,Larry Buchanan|Maury Dexter,NOT_FOUND,Biographical_film|Crime_film,United_States
A_Bullet_for_Sandoval,A Bullet for Sandoval,NOT_FOUND,NOT_FOUND,Spaghetti_Western,Spain|Italy
A_Busy_Day,A Busy Day,Charlie Chaplin|Mack Sennett,NOT_FOUND,NOT_FOUND,United_States
A_Cage_of_Nightingales,A Cage of Nightingales,Jean Dréville,René Wheeler|Georges Chaperot|Noël-Noël,Comedy-drama,France
A_Castle_in_Italy,A Castle in Italy,Valeria Bruni Tedeschi,Noémie Lvovsky|Valeria Bruni Tedeschi,NOT_FOUND,France
A_Chairy_Tale,A Chairy Tale,Evelyn Lambart|Claude Jutra|Norman McLaren,NOT_FOUND,NOT_FOUND,Canada
A_Chance_of_Snow,A Chance of Snow,Tony Bill,NOT_FOUND,NOT_FOUND,United_States
A_Charlie_Brown_Thanksgiving,A Charlie Brown Thanksgiving,Phil Roman|Bill Melendez,NOT_FOUND,NOT_FOUND,United_States
A_Cheerful_Gang_Turns_the_Earth,A Cheerful Gang Turns the Earth,NOT_FOUND,NOT_FOUND,Heist_film,Japan
A_Chinese_Ghost_Story,A Chinese Ghost Story,Ching Siu-tung|Ching Siu-Tung,NOT_FOUND|Pu Songling,Fantasy_film|Comedy_horror|Romance_film|Horror_film,NOT_FOUND
A_Chinese_Ghost_Story_III,A Chinese Ghost Story III,Ching Siu-tung,Tsui Hark,Fantasy_film|Comedy_horror|Horror_film,NOT_FOUND
A_Christmas_Kiss,A Christmas Kiss,NOT_FOUND,NOT_FOUND,Romance_film,United_States
A_Christmas_Romance,A Christmas Romance,NOT_FOUND,NOT_FOUND,Comedy-drama|Romance_film,United_States
A_Christmas_Visitor,A Christmas Visitor,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
A_City_of_Sadness,A City of Sadness,Hou Hsiao-Hsien,Wu Nien-jen|Chu Tien-wen|NOT_FOUND,NOT_FOUND,NOT_FOUND
A_Cold_Night's_Death,A Cold Night's Death,Jerrold Freedman,NOT_FOUND,Science_fiction_film|Horror_film,United_States
A_Company_Man,A Company Man,NOT_FOUND,NOT_FOUND,Thriller_film|Action_film|Crime_film,South_Korea
A_Constant_Forge,A Constant Forge,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
A_Cooler_Climate,A Cooler Climate,Susan Seidelman,NOT_FOUND,NOT_FOUND,United_States
A_Corner_in_Wheat,A Corner in Wheat,D W Griffith|David Wark Griffith|DW Griffith|D. W. Griffith,Frank Norris,NOT_FOUND,United_States
A_Cosmic_Christmas,A Cosmic Christmas,Clive A. Smith,Patrick Loubert,Science_fiction_film,Canada
A_Country_Wedding,A Country Wedding,Anne Wheeler,NOT_FOUND,Romance_film,United_States
A_Covenant_with_Death,A Covenant with Death,Lamont Johnson,NOT_FOUND,NOT_FOUND,United_States
A_Crack_in_the_Floor,A Crack in the Floor,Corbin Timbrook,NOT_FOUND,Slasher_film|Horror_film,United_States
A_Crush_on_You,A Crush on You,Allison Anders,NOT_FOUND,Television_comedy,United_States
A_Cry_in_the_Wild,A Cry in the Wild,Mark Griffiths,Gary Paulsen,Survival_film,United_States
A_Dandy_in_Aspic,A Dandy in Aspic,Anthony Mann,Derek Marlowe,Spy_film,United_Kingdom
A_Date_with_the_Falcon,A Date with the Falcon,Irving Reis,Frank Fenton (writer),Mystery_film|Crime_film,United_States
A_Day_at_the_Beach,A Day at the Beach,NOT_FOUND,Roman Polanski,Comedy-drama,United_Kingdom
A_Different_Loyalty,A Different Loyalty,Marek Kanievska,Jim Piddock,Romance_film,United_Kingdom|Canada|United_States
A_Different_Story,A Different Story,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
A_Difficult_Life,A Difficult Life,Dino Risi,Rodolfo Sonego,NOT_FOUND,Italy
A_Distant_Trumpet,A Distant Trumpet,Raoul Walsh,John Twist,Western_film,United_States
A_Dog's_Breakfast,A Dog's Breakfast,David Hewlett,David Hewlett,NOT_FOUND,Canada|United_States
A_Dream_of_Passion,A Dream of Passion,Jules Dassin,NOT_FOUND|Euripides|Jules Dassin,NOT_FOUND,Greece
